Дата,Название,Ссылка,Краткое содержание
2013-12-16,Задачи на собеседованиях в Яндексе,https://habr.com/ru/company/yandex/blog/206234/,"Открытые вакансии на должность разработчика в Яндексе есть всегда. Компания развивается, и хороших программистов не хватает постоянно. И претендентов на эти должности тоже хоть отбавляй. Главная сложн"
2013-12-14,Машинное обучение и анализ данных. Лекция для Малого ШАДа Яндекса,https://habr.com/ru/company/yandex/blog/206058/,"Все чаще и чаще мы сталкиваемся с необходимостью выявлять внутренние закономерности больших объёмов данных. Например, для распознавания спама необходимо уметь находить закономерности в содержании элек"
2013-12-09,Видео лекций четвертого набора Курсов информационных технологий Яндекса,https://habr.com/ru/company/yandex/blog/205382/,"Информационные технологии сегодня — одна из самых динамичных областей. Востребованный набор знаний и навыков современного специалиста, будь то разработчик, тестировщик, системный администратор, сотруд"
2013-12-07,Извлечение объектов и фактов из текстов в Яндексе. Лекция для Малого ШАДа,https://habr.com/ru/company/yandex/blog/205198/,"В докладе рассказывается о том, как мы извлекаем сущности (например, имена людей и географические названия) из текстов и запросов. А также об извлечении фактов, т.е. связей между объектами. Мы рассмот"
2013-12-05,Яндекс проводит эксперимент по шифрованию текста запроса в заголовке Referer,https://habr.com/ru/company/yandex/blog/204886/,"Сегодня мы запускаем эксперимент, в рамках которого у 2% пользователей, переходящих по ссылкам из результатов поиска, заголовок Referer не будет содержать текста поискового запроса (точнее, будет, но "
2013-11-30,Архитектура Поиска Яндекса. Лекция для Малого ШАДа,https://habr.com/ru/company/yandex/blog/204282/,"В этой лекции на примере Яндекса будут рассмотрены базовые компоненты, необходимые для организации интернет-поисковика. Мы поговорим о том, как эти компоненты взаимодействуют и какими особенностями об"
2013-11-29,Тестирование в Яндексе: ObjectBuilders для описания и генерации синтетических тестовых данных,https://habr.com/ru/company/yandex/blog/204192/,Привет! Меня зовут Денис Чернилевский. В Яндексе я руковожу группой автоматизации тестирования системы медийной рекламы. В процессе своей работы в Яндексе и на предыдущих местах мне довелось руководит
2013-11-28,Яндекс теперь поддерживает шифрование исходящей и входящей почты,https://habr.com/ru/company/yandex/blog/203882/,"На прошлой неделе мы включили в Яндекс.Почте шифрование для межсерверных SMTP-соединений с использованием STARTTLS — как на приём, так и на отправку писем. Теперь все письма из нашей почтовой системы "
2013-11-21,Компьютерное зрение. Лекция для Малого ШАДа Яндекса,https://habr.com/ru/company/yandex/blog/203136/,"Область применения компьютерного зрения очень широка: от считывателей штрихкодов в супермаркетах до дополненной реальности. Из этой лекции вы узнаете, где используется и как работает компьютерное зрен"
2013-11-18,Бета-тестирование нового Яндекс.Браузера: проверка орфографии от Яндекса и звонок с компьютера в телефон,https://habr.com/ru/company/yandex/blog/202542/,"Мы объявляем открытую программу бета-тестирования новых версий Яндекс.Браузера. Начиная с нынешней, желающие смогут попробовать самое новое и помочь Яндексу в том, чтобы найти ошибки, которые нам не у"
2013-11-17,Тестирование в Яндексе: строим свой Лунапарк,https://habr.com/ru/company/yandex/blog/202446/,"Иной раз и секундного взгляда на график времен отклика хватает, чтобы сказать: сервис не полетит. Еще пара секунд — и причина найдена: ядра процессора загружены неравномерно, слишком мало потоков запу"
2013-11-14,Наши танки. История нагрузочного тестирования в Яндексе,https://habr.com/ru/company/yandex/blog/202020/,"Я хочу сегодня вспомнить о том, как нагрузочное тестирование в Яндексе появилось, развивалось и устроено сейчас. 



Кстати, если вам понравится этот рассказ, приходите на Тестовую среду в нашем пите"
2013-11-12,Как Яндекс сделал самую подробную русскоязычную карту мира,https://habr.com/ru/company/yandex/blog/201732/,"Сегодня Яндекс объявил о крупном обновлении Карт. Теперь на сервисе доступна подробная карта мира, с детализацией вплоть до домов и маршрутизацией. Все основные названия на ней представлены сразу на д"
2013-11-08,Как Яндекс использует лингвистику в поиске,https://habr.com/ru/company/yandex/blog/201412/,Яндексу ежедневно приходится отвечать на десятки миллионов запросов. Поисковая система должна уметь быстро и точно их обрабатывать. Без применения лингвистики поисковая система сможет найти только точ
2013-11-06,Как мы тестируем поиск в Яндексе. Screenshot-based тестирование блоков результатов,https://habr.com/ru/company/yandex/blog/200968/,"Чем крупнее и сложнее становится сервис, тем больше времени приходится уделять тестированию. Поэтому желание автоматизировать и формализовать этот процесс вполне законно.

Чаще всего для автоматизаци"
2013-10-31,Опыт от Яндекса. Как делать свой отчет для автотестов,https://habr.com/ru/company/yandex/blog/200364/,"Хочу поделиться опытом, о том, как создавать хорошие отчёты об автотестах и одновременно пригласить вас на первое мероприятие Яндекса специально про тестирование.

Сначала пару слов о событии. 30 ноя"
2013-10-30,Как устроены облака Яндекса: Elliptics,https://habr.com/ru/company/yandex/blog/200080/,"За последние несколько лет в мире IT появилась модная тенденция – использование всего «облачного» для разработки новых продуктов. Публичных облачных провайдеров не так много, самый популярных среди ни"
2013-10-29,Как мы ускорили поиск в Яндекс.Почте и при этом освободили 25 серверов,https://habr.com/ru/company/yandex/blog/199432/,"Мы уже писали о том, как организована работа поиска писем в Яндекс.Почте. С тех пор много всего изменилось и улучшилось, поэтому мы решили поделиться опытом и рассказать вам об этих изменениях.

В де"
2013-10-25,Яндекс научился распознавать и объединять серии изображений,https://habr.com/ru/company/yandex/blog/198830/,Яндекс.Картинки сегодня сделали важный шаг в своём развитии и в развитии поиска по картинкам. Результаты поиска теперь не будут просто набором картинок по заданным вами словами. Теперь в результатах н
2013-10-24,Новая версия Яндекс.Браузера: поиск по странице с учетом морфологии и поддержка жестов,https://habr.com/ru/company/yandex/blog/198866/,"Представляем вам новую версию Яндекс.Браузера. Наиболее интересные изменения в этой версии:


поиск по странице научился понимать морфологию русского языка — насколько нам известно, это первый браузер"
2013-10-22,Распознавание речи от Яндекса. Под капотом у Yandex.SpeechKit,https://habr.com/ru/company/yandex/blog/198556/,"На Yet another Conference 2013 мы представили разработчикам нашу новую библиотеку Yandex SpeechKit. Это публичный API для распознавания речи, который могут использовать разработчики под Android и iOS."
2013-10-21,Яндекс запускает Метрику для приложений,https://habr.com/ru/company/yandex/blog/198386/,"Сегодня мы бесплатно открываем Метрику для приложений для всех разработчиков. Она работает с iPhone, Android, Windows Phone, Windows Store, .NET. В ней мы объединили всё, что сами хотели бы от инструм"
2013-10-17,Технология Блендер. Как Яндекс умно смешивает разные виды ответов,https://habr.com/ru/company/yandex/blog/197838/,"Сегодня мы расскажем вам о нашей технологии под названием Блендер. Она обеспечивает ранжирование и встраивание блоков с вертикальными поисками в страницу поисковой выдачи Яндекса.



Начать, пожалуй,"
2013-10-08,Шаг в будущее для Яндекс.Маркета,https://habr.com/ru/company/yandex/blog/196716/,"Сегодня к Яндекс.Маркету подключено больше 13 тысяч магазинов, а посещают его больше 17 миллионов человек в месяц (по данным TNS). В скором времени на сервисе планируются серьёзные изменения: пользова"
2013-10-04,JavaScript API Яндекс.Карт — версия 2.1-beta — новый дизайн и новые возможности,https://habr.com/ru/company/yandex/blog/196288/,"Мы выпустили бета-версию API Яндекс.Карт 2.1. Главная ее особенность — полный редизайн интерфейса карты. Причем изменения затронули не только внешний вид, но и поведение элементов управления картой. П"
2013-10-03,SDK от Яндекс.Диска,https://habr.com/ru/company/yandex/blog/196212/,"Яндекс.Диск получил SDK. Теперь можно удобно использовать его возможности в приложениях для OS X и Windows, ровно как и в мобильных приложениях на iOS, Android и Windows Phone. Кроме этого, мы разрабо"
2013-10-02,"Платформа «Атом» от Яндекса — интернет, адаптированный для каждого",https://habr.com/ru/company/yandex/blog/195982/,"Только что на YaC 2013 Яндекс анонсировал новую платформу «Атом». Она использует множество технологий, которые были созданы для разных задач, чтобы решить одну большую — изменить интернет так, чтобы к"
2013-10-01,Открылась бета-версия новых Яндекс.Карт: как и почему мы их делали,https://habr.com/ru/company/yandex/blog/195890/,"Сегодня мы запускаем бета-версию Карт. Это начало долгого пути по созданию нового интерфейса Яндекс.Карт с нуля. Можно сказать, что это третий решительный виток в его истории. На примере этого запуска"
2013-09-26,Устройство системы Безопасного Поиска Яндекса,https://habr.com/ru/company/yandex/blog/195408/,"В 2007 году Яндекс столкнулся с вирусом, массово подменявшим на компьютерах пользователей поисковую выдачу Яндекса. Вместо релевантных результатов подставлялась реклама, не относящаяся к запросу. Нужн"
2013-09-25,Как находить и устранять утечки памяти на примере Яндекс.Почты,https://habr.com/ru/company/yandex/blog/195198/,"На первый поверхностный взгляд, слова JavaScript и «утечка памяти» рядом стоять не могут. Настоящих утечек памяти в JS, конечно, не может быть, потому что процесс сборки мусора происходит автоматическ"
2013-09-18,YaC: почему важно не пропустить главную технологическую конференцию Яндекса в 2013 году,https://habr.com/ru/company/yandex/blog/194276/,"2 октября Яндекс уже в четвёртый раз проведёт YaC. Yet another Conference — это самая большая технологическая конференция в Европе. Ну, если не во всей Европе, то в Восточной — точно.



Последний ра"
2013-09-16,Ещё о тестировании в Яндексе роботами,https://habr.com/ru/company/yandex/blog/193918/,"С точки зрения тестирования, Яндекс — это тысячи человеко-часов работы по проверке большого количества сервисов. Функциональности много, сценариев взаимодействия — миллионы. Мы стараемся сделать так, "
2013-09-11,История открытых данных и Хакатон Яндекса,https://habr.com/ru/company/yandex/blog/193336/,"14 — 15 сентября в Москве пройдёт первый Хакатон Яндекса, участники которого будут два дня и две ночи создавать проекты на основе открытых государственных данных с помощью технологий Яндекса. 

Я уже"
2013-09-09,"Яндекс, роботы и Сибирь — как мы сделали систему поиска по загруженному изображению",https://habr.com/ru/company/yandex/blog/192404/,"Сегодня Яндекс запустил поиск картинки по загруженному изображению. В этом посте мы хотим рассказать о технологии, которая стоит за этим сервисом, и о том, как её делали.

Технология внутри Яндекса п"
2013-08-28,Правообладатели и интернет — от спора к рынку. Позиция Яндекса,https://habr.com/ru/company/yandex/blog/191746/,"Недавний поспешно принятый закон «о произвольной блокировке сайтов», дальнейшая активность в виде меморандума и предложения по расширению закона преследуют одну цель — потенциальное увеличение доходов"
2013-08-27,Клиент Яндекс.Диска для Linux. Консольный,https://habr.com/ru/company/yandex/blog/191446/,"Сегодня мы представляем долгожданный клиент Яндекс.Диска для Linux. Можно было бы даже сказать «специально для Хабрахабра», так как ни одно упоминание Диска здесь не обходилось без вопросов о клиенте "
2013-08-22,Разбор всех задач и результаты Яндекс.Алгоритма,https://habr.com/ru/company/yandex/blog/191030/,"Буквально пару часов назад в Санкт-Петербурге завершился открытый чемпионат по программированию Яндекс.Алгоритм 2013. Состязания состояли из нескольких онлайн-раундов по 100 минут, за победу боролись "
2013-08-21,Яндекс и Schema.org: началась стандартизация «Островов»,https://habr.com/ru/company/yandex/blog/190760/,"Мы в Яндексе понимаем важность стандартизации и стараемся, чтобы даже то, что вебмастера делают для нас, было прозрачным и доступным всем. В мае мы анонсировали платформу «Острова», а недавно её часть"
2013-08-14,"Язык до Кембриджа доведёт, или Как я перестал волноваться и полюбил W3C",https://habr.com/ru/company/yandex/blog/188520/,"Посвящается Чарльзу, sine qua non.


У писателей и сценаристов есть такой художественный приём: в начале книги или фильма герои оказываются в какой-то очень странной и непонятной ситуации, а затем в "
2013-08-14,"На Яндекс.Картах теперь можно забронировать столик, записаться на стрижку или на приём к врачу",https://habr.com/ru/company/yandex/blog/190000/,"Карты помогают людям найти нужный адрес или составить маршрут, а иногда и просто сориентироваться в пространстве. Это базовая функция любых карт, и она довольно очевидна. Интернет добавляет к ней новы"
2013-08-08,Технология Real Time MapReduce в Яндексе. Как ускорить что-то очень большое,https://habr.com/ru/company/yandex/blog/189362/,"Некоторое время назад мы рассказывали на Хабре о том, что поиск Яндекса стал более персонализированным. Он учитывает не только постоянные, но и сиюминутные интересы пользователя, ориентируясь на после"
2013-08-07,DKIM в Яндекс.Почте для доменов — как развивается безопасность электронной почты,https://habr.com/ru/company/yandex/blog/189032/,"Недавно и в Яндекс.Почте для доменов у писем появилась цифровая подпись DKIM — DomainKeys Identified Mail.

DKIM — это технология, которая удостоверяет подлинность отправителя письма с помощью добавл"
2013-08-06,Школа разработки интерфейсов в Яндексе: личный опыт и новый набор,https://habr.com/ru/company/yandex/blog/189056/,"В прошлом году я был одним из тех, кто поступил в Школу разработки интерфейсов Яндекса и закончил её, и сегодня хочу рассказать вам о том, каким я увидел учебный процесс в ШРИ, как это бывает и что да"
2013-07-31,Прощание с Ильёй Сегаловичем,https://habr.com/ru/company/yandex/blog/188486/,"Несколько дней назад скончался основатель и директор по технологиям Яндекса, автор первой версии поисковика и слова Yandex Илья Сегалович. 

Прощание состоится завтра, 1 августа, на Троекуровском кла"
2013-07-30,На Яндекс.Диске теперь можно купить дополнительное место,https://habr.com/ru/company/yandex/blog/188314/,"Сегодня около 12 миллионов человек хранят свои файлы на Яндекс.Диске. Любой пользователь может бесплатно получить до 20 ГБ облачного пространства, однако у многих людей одна только фотоколлекция навер"
2013-07-28,Илья,https://habr.com/ru/company/yandex/blog/188068/,"Обновлено 17:22: Мы собираем воспоминания об Илье для публикации на странице iseg.yandex.ru. Пишите на iseg-memory@yandex.ru

В четверг, 25 июля 2013 года, в половину второго ночи по Москве у Илюши бы"
2013-07-25,"Илья Сегалович, 1964–2013",https://habr.com/ru/company/yandex/blog/187798/,"Добавлено в 20:22
Сегодня ночью семья Ильи сообщила, что он скончался. Потом поступила информация, что Илья подключен к аппарату жизнеобеспечения, но признаков мозговой активности нет. Мы ждем официа"
2013-07-24,"Бета-версия Островов Яндекса: «Мы хотим наделить смыслом любой элемент, находящийся на странице результатов поиска»",https://habr.com/ru/company/yandex/blog/187716/,"Сегодня открывается бета-версия Островов Яндекса. Это платформа с новым интерфейсом и интерактивными ответами, которые призваны упростить людям решение их задач.

Доступ к бете мы будем открывать пос"
2013-07-22,Искусство понимать с полуслова. Расширение запроса в Яндексе,https://habr.com/ru/company/yandex/blog/187404/,"Сегодня мы расскажем о механизме, который позволяет поиску Яндекса находить именно то, что имел в виду пользователь, как бы кратко и небрежно он ни сформулировал свой запрос.

В мире поиска такой мех"
2013-07-19,Сложное в очевидном: как мы делали интерфейс звонка в Яндекс.Shell,https://habr.com/ru/company/yandex/blog/186988/,"Сегодня мы хотим рассказать о том, как создавали такую, как иногда кажется, очевидную вещь, как интерфейс звонка в Яндекс.Shell. К нашему удивлению, за время работы мы поняли, как давно никто всерьёз "
2013-07-16,Как устроен Яндекс.Диск: загрузчик,https://habr.com/ru/company/yandex/blog/186752/,"Мы уже рассказывали о том, как был сделан выбор в пользу протокола WebDAV, а также о проблемах, возникающих на серверной стороне, и их решении. 

Сегодня — о том, как устроен загрузчик файлов на серв"
2013-07-12,Разбор задач финала чемпионата мира про программированию ACM ICPC 2013,https://habr.com/ru/company/yandex/blog/186316/,"На прошедшем неделю назад чемпионате мира по командному программированию ACM ICPC 2013 было 11 задач, одну из которых за отведённое время не смогла решить правильно ни одна из команд. 

Но кроме кома"
2013-07-09,Дизайн Яндекс.Карт как наука и увлечение,https://habr.com/ru/company/yandex/blog/185952/,"Меня зовут Андрей Кармацкий, и я руковожу работой над дизайном Яндекс.Карт. Весной я ездил в Новосибирск на конференцию Codefest 2013, на которой рассказывал о том, как мы разрабатываем дизайн Яндекс."
2013-07-02,Чемпионат мира по программированию ACM ICPC 2013 в Санкт-Петербурге,https://habr.com/ru/company/yandex/blog/185394/,"Уже сегодня — 3 июля — состоится финал ACM ICPC 2013. В этом году он впервые проходит в России, — его принимает СПб НИУ ИТМО, команда которого четырежды становилась чемпионом. Яндекс помогает проводит"
2013-07-01,В этот особенный день — обновленный API Яндекс.Подписок,https://habr.com/ru/company/yandex/blog/185198/,"Как многие знают, у нас есть прекрасный веб-сервис для чтения RSS/Atom-лент – Яндекс.Подписки. Однако у него был один небольшой недостаток – больше трех лет внешний API сервиса находился в состоянии б"
2013-06-27,"Как Яндекс.Почта стала понимать, что вам нужно",https://habr.com/ru/company/yandex/blog/184788/,"Несколько минут назад Яндекс.Почта анонсировала новый подход к чтению и написанию писем. Мы считаем, что современная почта должна быть намного умнее, чем сейчас. Она должна понимать написанное и сразу"
2013-06-26,Тестирование в Яндексе. Матчеры: когда они полезны и как легко их использовать,https://habr.com/ru/company/yandex/blog/184634/,"Как вы могли догадаться по картинке справа, речь пойдёт об автоматизированном тестировании. Точнее о такой технологии, как матчеры. Они помогают серьёзно сократить дублирование кода и упростить код те"
2013-06-21,Законопроект о произвольной блокировке сайтов принят,https://habr.com/ru/company/yandex/blog/184182/,"Сегодня законопроект прошёл второе и третье чтение в Думе. Его окончательная версия ещё хуже, чем промежуточные. Все поправки интернет-отрасли, которые могли бы добавить в механизм регулирования немно"
2013-06-21,Яндекс.Алгоритм 2013: новая платформа Яндекс.Contest и правила TCM/Time,https://habr.com/ru/company/yandex/blog/184138/,"Этим летом Яндекс проведёт олимпиадное мероприятие мирового уровня — Яндекс.Алгоритм. Тысячи талантливых ребят со всех уголков земного шара, посетят нашу новую платформу Яндекс.Contest, где мы предлож"
2013-06-18,Яндекс.Браузер для смартфонов на Android и айпадов,https://habr.com/ru/company/yandex/blog/183704/,"Яндекс.Браузер с сегодняшнего дня доступен для смартфонов на Android и айпадов. Сделать мобильный браузер хорошим не так уж просто, — расскажем о том, что у нас получилось.



Когда человек запускает"
2013-06-13,Яндекс о проекте закона о произвольной блокировке сайтов: продолжение,https://habr.com/ru/company/yandex/blog/183182/,Внесённый в Госдуму проект Федерального закона № 292521-6 «О внесении изменений в законодательные акты Российской Федерации по вопросам защиты интеллектуальных прав в информационно-телекоммуникационны
2013-06-11,Эксперимент в Яндексе: как роботы помогают тестировать сервисы,https://habr.com/ru/company/yandex/blog/182976/,"Робот не может причинить вред человеку
или своим бездействием допустить,
чтобы человеку был причинён вред.
Айзек Азимов
Я занимаюсь в Яндексе тестированием и хочу рассказать вам об одном нашем экс"
2013-06-07,Позиция Яндекса о новом законопроекте о регулировании интернета,https://habr.com/ru/company/yandex/blog/182522/,Вчера в Госдуму был внесён очередной законопроект о регулировании интернета — «О внесении изменений в законодательные акты Российской Федерации по вопросам защиты интеллектуальных прав в информационно
2013-06-06,Яндекс поддержал Wikidata,https://habr.com/ru/company/yandex/blog/182360/,"Сегодня на конференции SemTechBiz в Сан-Франциско было объявлено о том, что проект Wikidata получил от Яндекса грант в размере 150 тысяч евро.

Wikidata — проект Фонда Викимедиа, совместно редактируем"
2013-06-05,POP3 и IMAP: история почтовых протоколов и сбор писем по IMAP в Яндекс.Почте,https://habr.com/ru/company/yandex/blog/182140/,"(посвящается Марку Криспину 19.07.1956 — 28.12.2012)

Некоторое время назад в Яндекс.Почте появились сборщики писем по IMAP. В этом посте мы немного расскажем о двух важных почтовых протоколах — POP3"
2013-06-03,Как устроена Яндекс.Почта для доменов,https://habr.com/ru/company/yandex/blog/181928/,"Несколько лет назад мы предположили, что собственные почтовые службы, развернутые в компаниях, — особенно небольших и без своего системного администратора — доставляют хлопот больше, чем приносят поль"
2013-05-31,«Острова» Яндекса: техническая сторона и API,https://habr.com/ru/company/yandex/blog/181646/,16 мая на конференции YaC/m Яндекс объявил о запуске новой поисковой платформы «Острова». Уже в первые две недели после анонса вебмастера создали около 1000 островов для своих сайтов. Но новая платфор
2013-05-30,Поиск Яндекса сможет адаптироваться к вашим интересам за несколько секунд,https://habr.com/ru/company/yandex/blog/181514/,"С сегодняшнего дня поиск Яндекса персонализирует ответ не только на основе истории ваших интересов — он будет учитывать и то, что вы делаете на поиске прямо сейчас. Это важное изменение для пользовате"
2013-05-28,Как Яндекс распознаёт музыку с микрофона,https://habr.com/ru/company/yandex/blog/181219/,"Поиск по каталогу музыки — это задача, которую можно решать разными путями, как с точки зрения пользователя, так и технологически. Яндекс уже довольно давно научился искать и по названиям композиций, "
2013-05-23,Яндекс.Музыка для Android,https://habr.com/ru/company/yandex/blog/180649/,"Сегодня вышло долгожданное приложение Яндекс.Музыки для смартфонов на Android

 

Теперь можно собрать вместе музыку из разных источников, объединив в плейлист треки из памяти телефона, с Яндекс.Диск"
2013-05-22,Tolstoy Summer Camp: Яндекс будет учить создавать проекты,https://habr.com/ru/company/yandex/blog/180403/,"1 июля в московском офисе Яндекса начинает работать летняя мастерская стартапов Tolstoy Summer Camp – эксперимент, который будет длиться 2 месяца. Мы собираем вместе 50-60 молодых, талантливых, амбици"
2013-05-22,Настраиваемые кнопки в Яндекс.Почте,https://habr.com/ru/company/yandex/blog/180561/,"В панели Яндекс.Почты появилась новая, настраиваемая кнопка: в ряду привычных и понятных действий по работе с письмами она даёт возможность добавлять контролы с действиями, которые нужны именно вам.

"
2013-05-20,ICANN одобрила заявку Яндекса на доменную зону верхнего уровня .yandex,https://habr.com/ru/company/yandex/blog/180355/,"Сегодня стало известно, что ICANN — международная некоммерческая организация, которая регулирует вопросы, связанные с доменными именами в интернете, — предварительно одобрила заявку Яндекса на доменну"
2013-05-16,Большие изменения на Яндексе — платформа «Острова»: интерактивные ответы в результатах поиска,https://habr.com/ru/company/yandex/blog/179777/,"Сегодня на конференции YaC/m мы объявили о том, что Яндекс планирует радикальное обновление вида результатов поиска. Во-первых, они меняются идеологически: теперь пользователь будет не просто находить"
2013-05-14,Вышла новая версия Яндекс.Браузера: с синхронизацией и API Табло,https://habr.com/ru/company/yandex/blog/179507/,"Сегодня вышла новая версия Яндекс.Браузера. Теперь в нём есть:


синхронизация между разными компьютерами с помощью технологий Яндекс.Диска;
возможность продолжать поиск прямо в омнибоксе — и не тольк"
2013-04-30,Открылся новый набор в Школу анализа данных Яндекса,https://habr.com/ru/company/yandex/blog/178455/,"На днях мы открыли новый набор в Школу анализа данных. Чтобы стать её студентом, нужно ответить на вопросы в тесте, сдать экзамены и пройти собеседование. Занятия, как всегда, будут проходить в офисе "
2013-04-24,Об облачных и не только технологиях Яндекса в Киеве в эту субботу,https://habr.com/ru/company/yandex/blog/177763/,"В эту субботу в Киеве можно будет из первых уст услышать о том, как мы разрабатываем наши сервисы, что из нашего опыта поможет вам в работе и ещё о многом другом интересном.


В частности, вы в подро"
2013-04-23,Яндекс 23 минуты был заблокирован Ростелекомом,https://habr.com/ru/company/yandex/blog/177707/,"Сегодня Ростелеком заблокировал Яндекс для своих абонентов — примерно с 14:04 до 14:27 по Москве. Наших пользователей встречала страница-заглушка об ограничении доступа к сайту.



Ростелеком в качес"
2013-04-19,"IE 10, Windows 8 и Metro UI",https://habr.com/ru/company/yandex/blog/177305/,"Прошло уже почти полгода с тех пор, как была выпущена Windows 8. И недавно нам стало интересно, насколько она и IE 10 популярны в Рунете. Не менее любопытно было понять, какая доля пользователей Windo"
2013-04-18,Тестирование приложений на Canvas: рецепты на примере тестирования API Яндекс.Карт,https://habr.com/ru/company/yandex/blog/177163/,"Несмотря на то, что HTML5 всё ещё находится в процессе разработки, он уже появляется в веб-интерфейсах. Одним из основных нововведений этой версии HTML стал элемент Canvas, который используется для от"
2013-04-17,CDN для статики и измерения: как Яндекс.Почта стала быстрее в регионах,https://habr.com/ru/company/yandex/blog/176893/,"Скорость работы веб-интерфейса — очень важная вещь, и мы в Яндексе особенно хорошо понимаем это. От ощущения лёгкости и того, с какой скоростью у пользователя загрузятся важные ему элементы, может зав"
2013-04-11,"Как мы делали Яндекс.Диск: серверная сторона, WebDAV и Erlang",https://habr.com/ru/company/yandex/blog/176251/,"На прошлой неделе Яндекс.Диску исполнился год, и за этот год сервисом успели воспользоваться уже больше 8 000 000 пользователей. 

А сейчас мы продолжаем рассказывать о том, сколько усилий понадобило"
2013-04-09,Ранжирование в Яндексе: как поставить машинное обучение на поток (пост #3),https://habr.com/ru/company/yandex/blog/175917/,"Сегодня мы завершаем серию публикаций о фреймворке FML, в которых рассказываем о том, как и для чего автоматизировали в Яндексе применение технологий машинного обучения. В сегодняшнем посте мы расскаж"
2013-04-08,Как мы улучшали работу службы поддержки в Яндекс.Почте,https://habr.com/ru/company/yandex/blog/175655/,"Яндекс.Почта очень быстро развивается: за последние два года её аудитория выросла почти в полтора раза — до более чем 18М человек в месяц. Чтобы такой рост был возможным, техническое развитие тоже дол"
2013-04-04,Будущее поиска: интервью с участниками Европейской конференции по информационному поиску,https://habr.com/ru/company/yandex/blog/175349/,"На прошлой неделе в Москве при поддержке Яндекса прошла одна из двух самых авторитетных мировых конференций по информационному поиску — ECIR 2013 (European Conference on Information Retrieval). 

Спе"
